"","Tipo","Literal","CCAA","Provincia","Municipio","Encuestadora.Medio","Fuente","Muestra","Trabajo.Campo","Último.día","Particip","Lead","Ganador","Ventaja","BNG","CC.NCa","CpM","Cs","CUP","EC","ECP","EH.Bildu","ERC.Sobiranistes","EV","Junts","JxCat","Más.País","Més.Compromís","NA.","PACMA","PDeCAT","PNV","PP","PRC","PSC","PSdeG.PSOE","PSOE","Somos.Región","TE","Unidas.Podemos","Vox"
"63","Generales","España","Esp.","-","-","CIS","https://datos.cis.es/pdf/Es3355mar_A.pdf","3922","1–11 Mar 2022","2022-03-11","-","7.7","PSOE","PSOE +7.7",0.5,0.4,NA,3.2,1.1,NA,NA,1,2.7,0.1,NA,1.3,2,NA,0.4,NA,NA,1.3,23.8,0.2,NA,NA,31.5,NA,NA,11.8,16.3
"64","Generales","España","Esp.","-","-","Simple Lógica/elDiario.es","https://www.eldiario.es/politica/pp-recupera-crisis-interna-psoe-distancia-subir-cuatro-puntos_1_8841432.html","1083","1–10 Mar 2022","2022-03-10","-","7.6","PSOE","PSOE +7.6",NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,23.2,NA,NA,NA,30.8,NA,NA,10.4,18.8
"65","Generales","España","Esp.","-","-","Metroscopia","https://www.vozpopuli.com/espana/feijoo-pp-psoe-encuesta.html","1200","7–9 Mar 2022","2022-03-09","-","8.0","PSOE","PSOE +8.0",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,30,NA,NA,10,21
"66","Generales","España","Esp.","-","-","Hamalgama Métrica/VozPópuli","https://www.vozpopuli.com/espana/vox-pp-psoe.html","1000","3–9 Mar 2022","2022-03-09","-","2.8","PSOE","PSOE +2.8",0.7,0.5,NA,3.1,0.9,NA,NA,1.2,3.2,0.1,NA,2.2,3.3,NA,0.4,NA,NA,1.5,23.5,0.2,NA,NA,26.3,NA,NA,10,20.4
"67","Generales","España","Esp.","-","-","Celeste-Tel/Onda Cero","https://www.ondacero.es/noticias/espana/encuesta-electoral-llegada-nunez-feijoo-hace-que-partido-recupere-alguno-escanos-perdidos_20220313622df7385bbac90001783a44.html","1100","2–9 Mar 2022","2022-03-09","63.4","3.5","PSOE","PSOE +3.5",0.8,0.6,NA,3.7,0.9,NA,NA,1.1,3.2,0.1,NA,2.1,3.5,NA,0.4,NA,NA,1.5,23.3,0.2,NA,NA,26.8,NA,NA,11.1,19.5
"68","Generales","España","Esp.","-","-","Sigma Dos/El Mundo","https://www.elmundo.es/espana/encuestas/2022/03/13/622e17d421efa0e13f8b45a4.html","1965","4–7 Mar 2022","2022-03-07","-","2.1","PSOE","PSOE +2.1",NA,NA,NA,4,NA,NA,NA,NA,3.3,NA,NA,2.2,3.2,NA,NA,NA,NA,1.9,23.9,NA,NA,NA,26,NA,NA,10.4,19.2
"69","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep6m22/","2492","1–5 Mar 2022","2022-03-05","-","3.5","PSOE","PSOE +3.5",1,0.6,NA,3.1,1,NA,NA,1.4,3.4,0.4,NA,2.4,2.6,NA,0.4,NA,NA,1.5,17,0.2,NA,NA,27.5,NA,NA,12.2,24
"70","Generales","España","Esp.","-","-","Data10/OKDiario","https://okdiario.com/espana/efecto-feijoo-devuelve-11-escanos-pp-dos-semanas-podria-volver-gobernar-vox-8682746","1000","3–4 Mar 2022","2022-03-04","-","2.4","PSOE","PSOE +2.4",0.7,0.4,NA,2.9,0.8,NA,NA,1.2,3.3,0.1,NA,2,3.2,NA,0.4,NA,NA,1.6,22.9,0.2,NA,NA,25.3,NA,NA,11.1,21.9
"71","Generales","España","Esp.","-","-","NC Report/La Razón","https://www.larazon.es/espana/20220307/m2x2macztjboxa7ch34cgzbudy.html","1000","1–4 Mar 2022","2022-03-04","62.3","1.2","PSOE","PSOE +1.2",NA,NA,NA,3.2,NA,NA,NA,1.2,3.4,NA,NA,2.2,3.3,NA,0.4,NA,NA,1.6,24.6,NA,NA,NA,25.8,NA,NA,10.3,19
"72","Generales","España","Esp.","-","-","Sigma Dos/Antena 3","https://www.antena3.com/noticias/espana/desploma-guerra-interna-psoe-ganaria-hoy-elecciones-generales-segun-encuesta-sigma-dos_20220302621fbd68e2af800001ddb29c.html","-","2 Mar 2022","2022-03-02","-","3.4","PSOE","PSOE +3.4",NA,NA,NA,3.7,NA,NA,NA,NA,3.2,NA,NA,2.2,3.1,NA,NA,NA,NA,1.8,23.1,NA,NA,NA,26.5,NA,NA,10.7,19.8
"73","Generales","España","Esp.","-","-","Metroscopia","https://www.vozpopuli.com/espana/feijoo-pp-psoe-encuesta.html","1200","28 Feb–2 Mar 2022","2022-03-02","-","9.0","PSOE","PSOE +9.0",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,31,NA,NA,9,19
"74","Generales","España","Esp.","-","-","40dB/Prisa","https://elpais.com/espana/2022-03-07/vox-es-el-unico-partido-que-crece-y-pisa-los-talones-al-pp.html","2000","22–28 Feb 2022","2022-02-28","-","5.0","PSOE","PSOE +5.0",NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,21.7,NA,NA,NA,26.7,NA,NA,11.7,19.2
"75","Generales","España","Esp.","-","-","Data10/OKDiario","https://okdiario.com/espana/cambio-casado-feijoo-anula-sorpasso-vox-devuelve-pp-primacia-derecha-8640616","1000","24–25 Feb 2022","2022-02-25","-","3.8","PSOE","PSOE +3.8",0.7,0.4,NA,3.2,0.9,NA,NA,1.1,3.2,0.1,NA,2,3.3,NA,0.4,NA,NA,1.6,21.9,0.2,NA,NA,25.7,NA,NA,11.3,21.8
"76","Generales","España","Esp.","-","-","Target Point/El Debate","https://www.eldebate.com/espana/20220228/pp-paga-crisis-vox-le-da-sorpaso-votos-todavia-escanos.html","1005","23–25 Feb 2022","2022-02-25","-","5.7","PSOE","PSOE +5.7",NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,20.3,NA,NA,NA,26.5,NA,NA,13,20.8
"77","Generales","España","Esp.","-","-","Ágora Integral/Canarias Ahora","https://www.eldiario.es/canariasahora/politica/vox-alcanza-partido-popular_1_8784990.html","1000","23–25 Feb 2022","2022-02-25","62.5","7.3","PSOE","PSOE +7.3",0.5,0.4,NA,3.6,1,NA,NA,1.2,3.5,0.9,NA,2.3,2.8,NA,NA,NA,NA,1.6,20.6,0.3,NA,NA,27.9,NA,NA,10.9,20.5
"78","Generales","España","Esp.","-","-","InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-baja-4-puntos-crisis-vox-recorta-distancias_20220227621b7e9bf5e39e0001e563d6.html","-","21–25 Feb 2022","2022-02-25","-","3.1","PSOE","PSOE +3.1",NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,24.8,NA,NA,NA,27.9,NA,NA,10.4,19.3
"79","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep26f22","2144","20–25 Feb 2022","2022-02-25","-","3.4","PSOE","PSOE +3.4",1,0.6,NA,3.1,1,NA,NA,1.5,3.5,0.4,NA,2.4,2.5,NA,0.4,NA,NA,1.5,16.8,0.2,NA,NA,27.3,NA,NA,12.6,23.9
"80","Generales","España","Esp.","-","-","IMOP/El Confidencial","https://www.elconfidencial.com/espana/observatorio-electoral/2022-03-02/enfrentamiento-casado-ayuso-hunde-pp-vox-crece_3383995/","1307","14–25 Feb 2022","2022-02-25","-","4.9","PSOE","PSOE +4.9",1.1,0.5,NA,2.8,1.1,NA,NA,1.2,3.2,0.1,NA,1.9,2.4,NA,0.3,NA,NA,1.6,22.4,0.2,NA,NA,27.3,NA,NA,11.1,19.5
"81","Generales","España","Esp.","-","-","Metroscopia","https://www.vozpopuli.com/espana/feijoo-pp-psoe-encuesta.html","1200","21–23 Feb 2022","2022-02-23","-","7.0","PSOE","PSOE +7.0",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,30,NA,NA,11,23
"82","Generales","Alicante/Alacant","Val.","Alicante","-","GAD3/Ideal","https://www.electograph.com/2022/02/almeria-congreso-encuesta-gad3-220226.html","801","18–23 Feb 2022","2022-02-23","-","5.8","Vox","Vox +5.8",NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3,NA,NA,NA,27.5,NA,NA,4.5,33.7
"83","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep22f22/","3157","19–20 Feb 2022","2022-02-20","-","3.6","PSOE","PSOE +3.6",1,0.7,NA,3.3,1,NA,NA,1.5,3.6,0.4,NA,2.4,2.5,NA,0.5,NA,NA,1.4,17.4,0.2,NA,NA,27,NA,NA,12.5,23.4
"84","Generales","España","Esp.","-","-","DYM/Henneo","https://www.ultimahora.es/noticias/nacional/2022/02/22/1703023/ayuso-casado-desploma-intencion-voto.html","1013","16–20 Feb 2022","2022-02-20","-","6.8","PSOE","PSOE +6.8",NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,21.3,NA,NA,NA,28.1,NA,NA,12.5,19.9
"85","Generales","España","Esp.","-","-","Data10/OKDiario","https://okdiario.com/espana/vox-da-sorpasso-pp-primera-vez-caserazo-castilla-leon-fratricidio-casado-ayuso-8606516","1000","19 Feb 2022","2022-02-19","-","3.3","PSOE","PSOE +3.3",0.7,0.4,NA,3.1,1,NA,NA,1.1,3.3,0.1,NA,2,3.3,NA,0.4,NA,NA,1.6,21.7,0.2,NA,NA,25.4,NA,NA,11.3,22.1
"86","Generales","España","Esp.","-","-","SocioMétrica/El Español","https://www.elespanol.com/espana/politica/20220220/vox-primera-pp-intencion-costado-casado-escanos/651684826_0.html","1000","18–19 Feb 2022","2022-02-19","-","5.0","PSOE","PSOE +5.0",0.7,0.6,NA,3.7,0.8,NA,NA,1,3,1.1,NA,2.2,3,NA,0.3,NA,NA,1.5,20.1,0.2,NA,NA,25.9,NA,NA,12.9,20.9
"87","Generales","España","Esp.","-","-","Sigma Dos/El Mundo","https://www.elmundo.es/espana/encuestas/2022/02/20/62126a8921efa0051d8b45bb.html","-","18 Feb 2022","2022-02-18","-","3.8","PSOE","PSOE +3.8",NA,NA,NA,4,NA,NA,NA,NA,3.2,NA,NA,2.1,3.5,NA,NA,NA,NA,1.7,22.6,NA,NA,NA,26.4,NA,NA,10.1,20.8
"88","Generales","España","Esp.","-","-","InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-baja-4-puntos-crisis-vox-recorta-distancias_20220227621b7e9bf5e39e0001e563d6.html","-","14–18 Feb 2022","2022-02-18","-","3.0","PP","PP +3.0",NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,28.9,NA,NA,NA,25.9,NA,NA,10,17.1
"89","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep20f22/","3372","14–18 Feb 2022","2022-02-18","-","3.9","PSOE","PSOE +3.9",1,0.7,NA,3.4,1,NA,NA,1.4,3.6,0.3,NA,2.5,2.5,NA,0.5,NA,NA,1.4,20,0.2,NA,NA,25.7,NA,NA,12.9,21.8
"90","Generales","España","Esp.","-","-","GAD3/NIUS","https://www.niusdiario.es/nacional/politica/crisis-pp-hunde-perspectivas-electorales-favorece-psoe-vox_18_3285197208.html","1000","14–17 Feb 2022","2022-02-17","64","9.7","PSOE","PSOE +9.7",0.9,0.5,NA,3.7,0.7,NA,NA,1.2,3.1,0.1,NA,2.3,1.4,NA,0.3,NA,NA,1.7,22.2,0.2,NA,NA,31.9,NA,NA,8.8,18.8
"91","Generales","España","Esp.","-","-","Sigma Dos/El Mundo","https://www.elmundo.es/espana/encuestas/2022/02/20/62126a8921efa0051d8b45bb.html","-","14–17 Feb 2022","2022-02-17","-","1.1","PP","PP +1.1",NA,NA,NA,3,NA,NA,NA,NA,3.2,NA,NA,2.2,3.1,NA,NA,NA,NA,1.8,26.8,NA,NA,NA,25.7,NA,NA,10.1,17.2
"92","Generales","España","Esp.","-","-","Metroscopia","https://www.vozpopuli.com/espana/feijoo-pp-psoe-encuesta.html","1200","14–16 Feb 2022","2022-02-16","-","6.0","PSOE","PSOE +6.0",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,29,NA,NA,11,20
"93","Generales","España","Esp.","-","-","GESOP/El Periódico","https://www.elperiodico.com/es/politica/20220220/encuesta-elecciones-generales-espana-13262191","1002","14–16 Feb 2022","2022-02-16","-","5.4","PSOE","PSOE +5.4",NA,NA,NA,3.3,NA,NA,NA,NA,3,NA,NA,NA,3.8,NA,NA,NA,NA,NA,20.6,NA,NA,NA,26,NA,NA,12.5,18.2
"94","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep15f22/","1058","13–14 Feb 2022","2022-02-14","-","3.3","PSOE","PSOE +3.3",1,0.7,NA,3.4,1,NA,NA,1.4,3.5,0.1,NA,2.4,2.3,NA,0.4,NA,NA,1.4,21.5,0.2,NA,NA,24.8,NA,NA,12.9,21.4
"95","Generales","España","Esp.","-","-","CIS","https://datos.cis.es/pdf/Es3351marMT_A.pdf","3860","1–12 Feb 2022","2022-02-12","-","7.3","PSOE","PSOE +7.3",0.6,0.1,NA,4.8,1,NA,NA,1.1,2.4,0.1,NA,1.6,2.5,NA,0.1,NA,NA,1.3,21.3,0.1,NA,NA,28.6,NA,NA,13.6,14.8
"96","Generales","España","Esp.","-","-","Simple Lógica/elDiario.es","https://www.eldiario.es/politica/psoe-distancia-pp-cinco-puntos-margen-justo-crisis-casado-ayuso_1_8757740.html","1903","1–10 Feb 2022","2022-02-10","63.3","5.4","PSOE","PSOE +5.4",NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,21.3,NA,NA,NA,26.7,NA,NA,12.3,19.8
"97","Generales","España","Esp.","-","-","Metroscopia","https://www.vozpopuli.com/espana/feijoo-pp-psoe-encuesta.html","1200","7–9 Feb 2022","2022-02-09","-","4.0","PSOE","PSOE +4.0",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,28,NA,NA,12,19
"98","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep6f22/","2208","29 Jan–4 Feb 2022","2022-02-04","-","2.8","PSOE","PSOE +2.8",1,0.6,NA,3.3,1,NA,NA,1.4,3.5,0.1,NA,2.4,2.4,NA,0.4,NA,NA,1.4,21.8,0.2,NA,NA,24.6,NA,NA,13,21.1
"99","Generales","España","Esp.","-","-","40dB/Prisa","https://elpais.com/espana/2022-02-07/el-electorado-progresista-despierta-y-reduce-la-ventaja-de-la-derecha.html","2000","27 Jan–1 Feb 2022","2022-02-01","-","3.2","PSOE","PSOE +3.2",NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,23.9,NA,NA,NA,27.1,NA,NA,12.4,17.1
"100","Generales","España","Esp.","-","-","NC Report/La Razón","https://www.larazon.es/espana/20220131/qazasirwqbflzm4ikfx5wd6lsy.html","1000","24–28 Jan 2022","2022-01-28","62.5","2.0","PP","PP +2.0",NA,NA,NA,3,NA,NA,NA,1.1,3.4,NA,NA,2.2,3.1,NA,0.4,NA,NA,1.6,27.3,NA,NA,NA,25.3,NA,NA,11.1,16.7
"101","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep30e22/","1161","21–28 Jan 2022","2022-01-28","-","1.7","PSOE","PSOE +1.7",0.9,0.6,NA,3.3,1,NA,NA,1.4,3.5,0.1,NA,2.4,2.5,NA,0.5,NA,NA,1.4,22.5,0.2,NA,NA,24.2,NA,NA,13.1,20.9
"102","Generales","España","Esp.","-","-","IMOP/El Confidencial","https://www.elconfidencial.com/espana/observatorio-electoral/2022-02-02/izquierda-recorta-distancias-retroceso-pp-vox_3367989/","1325","17–28 Jan 2022","2022-01-28","-","1.8","PSOE","PSOE +1.8",1.1,0.4,NA,3.1,1.1,NA,NA,1.4,3.2,0.1,NA,1.9,2.7,NA,0.5,NA,NA,1.5,24.4,0.2,NA,NA,26.2,NA,NA,12.2,17.1
"103","Generales","España","Esp.","-","-","DYM/Henneo","https://www.heraldo.es/noticias/nacional/2022/01/26/encuesta-dym-henneo-pp-lograria-ajustada-mayoria-vox-psoe-1548694.html","1008","19–23 Jan 2022","2022-01-23","-","1.2","PP","PP +1.2",NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,26.9,NA,NA,NA,25.7,NA,NA,11.6,17.1
"104","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep23e22/","1190","14–20 Jan 2022","2022-01-20","-","1.5","PSOE","PSOE +1.5",0.9,0.6,NA,3.2,1,NA,NA,1.4,3.5,0.1,NA,2.3,2.5,NA,0.5,NA,NA,1.4,22.9,0.2,NA,NA,24.4,NA,NA,12.7,20.7
"105","Generales","España","Esp.","-","-","Celeste-Tel/Onda Cero","https://www.ondacero.es/noticias/espana/encuesta-electoral-vox-sumarian-mayoria-absoluta-gobernar_2022011961e7c6fb3937520001827f88.html","1100","10–14 Jan 2022","2022-01-14","63.5","1.0","PP","PP +1.0",0.8,0.6,NA,3.4,0.9,NA,NA,1.1,3,0.1,NA,2.3,3.6,NA,0.4,NA,NA,1.5,27.2,0.2,NA,NA,26.2,NA,NA,11,16.5
"106","Generales","España","Esp.","-","-","InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-tablas-psoe-intencion-voto_2022011661e41a4a39375200017f7c7f.html","-","10–14 Jan 2022","2022-01-14","-","0.6","PP","PP +0.6",NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,27.9,NA,NA,NA,27.3,NA,NA,10.9,16.5
"107","Generales","España","Esp.","-","-","CIS","http://datos.cis.es/pdf/Es3347marMT_A.pdf","3777","3–14 Jan 2022","2022-01-14","-","7.0","PSOE","PSOE +7.0",0.6,0.4,NA,4,0.7,NA,NA,0.9,3,0.1,NA,1.4,2.8,NA,0.1,NA,NA,1.3,21.5,0.1,NA,NA,28.5,NA,NA,13.1,14.7
"108","Generales","España","Esp.","-","-","IMOP/El Confidencial","https://www.elconfidencial.com/espana/observatorio-electoral/2022-01-19/sanchez-resiste-fidelidad-electorado-frena-trasvase-yolanda-diaz_3360350/","1312","3–14 Jan 2022","2022-01-14","-","1.5","PSOE","PSOE +1.5",1,0.5,NA,2.6,1.2,NA,NA,1.4,3.4,0.1,NA,1.7,2.5,NA,0.3,NA,NA,1.5,24.9,0.2,NA,NA,26.4,NA,NA,11.8,17.9
"109","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep16e22/","1317","7–13 Jan 2022","2022-01-13","-","1.2","PSOE","PSOE +1.2",0.9,0.6,NA,3.3,1,NA,NA,1.4,3.5,0.1,NA,2.3,2.6,NA,0.5,NA,NA,1.4,23.3,0.2,NA,NA,24.5,NA,NA,12.4,20.5
"110","Generales","España","Esp.","-","-","Simple Lógica/elDiario.es","https://www.eldiario.es/politica/psoe-pp-afrontan-empatados-nuevo-ciclo-electoral-vox-disparado-19_1_8677546.html","1039","3–13 Jan 2022","2022-01-13","63.0","0.3","PSOE","PSOE +0.3",NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,24.3,NA,NA,NA,24.6,NA,NA,11.1,18.7
"111","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep9e22/","1823","31 Dec–6 Jan 2022","2022-01-06","-","1.4","PSOE","PSOE +1.4",0.9,0.7,NA,3.2,1,NA,NA,1.3,3.5,0.1,NA,2.3,2.6,NA,0.5,NA,NA,1.5,23.5,0.2,NA,NA,24.9,NA,NA,12,20.2
"112","Generales","España","Esp.","-","-","Data10/OKDiario","https://okdiario.com/espana/pp-sigue-retroceso-pero-casado-podria-gobernar-gracias-vox-disparado-hasta-60-escanos-8381859","1000","3–5 Jan 2022","2022-01-05","-","2.4","PP","PP +2.4",0.7,0.4,NA,2.7,1,NA,NA,1.1,3.2,0.1,NA,2,3.2,NA,0.4,NA,NA,1.6,27.8,0.2,NA,NA,25.4,NA,NA,10.9,17
"113","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep2e22/","1189","24–30 Dec 2021","2021-12-30","-","1.0","PSOE","PSOE +1.0",0.9,0.7,NA,3.2,1,NA,NA,1.3,3.5,NA,NA,2.4,2.7,NA,0.5,NA,NA,1.5,23.9,0.2,NA,NA,24.9,NA,0.1,11.8,19.9
"114","Generales","España","Esp.","-","-","40dB/Prisa","https://elpais.com/espana/2022-01-09/el-psoe-resiste-ante-el-avance-de-la-derecha-empujada-por-vox.html","2000","23–30 Dec 2021","2021-12-30","-","2.6","PSOE","PSOE +2.6",NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,23.5,NA,NA,NA,26.1,NA,NA,11.8,18.3
"115","Generales","España","Esp.","-","-","IMOP/El Confidencial","https://www.elconfidencial.com/espana/observatorio-electoral/2022-01-05/crisis-bipartidismo-empate-psoe-pp-perdida-votos_3353348/","1315","20–30 Dec 2021","2021-12-30","-","0.2","PSOE","PSOE +0.2",1.1,0.4,NA,2.8,1.3,NA,NA,1.3,3.2,NA,NA,1.8,2.7,NA,0.4,NA,NA,1.6,25,0.2,NA,NA,25.2,NA,0.1,12.1,18.6
"116","Generales","España","Esp.","-","-","SocioMétrica/El Español","https://www.elespanol.com/espana/politica/20220101/vox-record-intencion-escanos-sondeo-publicara-espanol/636686683_0.html","3000","20–30 Dec 2021","2021-12-30","-","1.3","PSOE","PSOE +1.3",0.7,0.6,NA,4.3,1,NA,NA,1,2.8,NA,NA,2,3.2,NA,0.4,NA,NA,1.4,24.2,0.2,NA,NA,25.5,NA,0.1,12.3,17.7
"117","Generales","España","Esp.","-","-","PSOE","https://theobjective.com/espana/2021-12-27/las-encuestas-de-moncloa-registran-un-desgaste-de-casado-tras-el-adelanto-de-manueco/","-","27 Dec 2021","2021-12-27","-","7.0","PSOE","PSOE +7.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,29,NA,NA,11,17
"118","Generales","España","Esp.","-","-","Sigma Dos/Antena 3","https://www.antena3.com/noticias/espana/ganaria-elecciones-obtendria-mayoria-absoluta-vox-segun-ultima-encuesta-sigma-2_2021122361c4aa5820b19a0001264a43.html","-","26 Dec 2021","2021-12-26","-","3.1","PP","PP +3.1",NA,NA,NA,3.2,NA,NA,NA,NA,3,NA,NA,1,3,NA,NA,NA,NA,1.9,28.8,NA,NA,NA,25.7,NA,NA,10.6,15.7
"119","Generales","España","Esp.","-","-","Sigma Dos/El Mundo","https://www.elmundo.es/espana/encuestas/2022/01/02/61d1e3aefdddfff8268b45bf.html","2619","20–24 Dec 2021","2021-12-24","-","1.4","PP","PP +1.4",NA,NA,NA,3.1,NA,NA,NA,NA,3,NA,NA,2,3.1,NA,NA,NA,NA,1.9,27.4,NA,NA,NA,26,NA,NA,10.9,16.6
"120","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep26d21/","1299","17–23 Dec 2021","2021-12-23","-","0.7","PSOE","PSOE +0.7",0.9,0.6,NA,3.2,1,NA,NA,1.3,3.5,NA,NA,2.4,2.7,NA,0.5,NA,NA,1.5,24.6,0.2,NA,NA,25.3,NA,0.1,11.4,19.5
"121","Generales","Canarias","I.Can.","-","-","Sigma Dos/RTVCyL","https://www.cyltv.es/noticia/46cc064d-9c0a-ffa6-8ff313e2159dcb43/20211229/El-PP-ganaria-las-elecciones-generales-en-Castilla-y-Leon-con-el-346-de-los-votos","4000","29 Nov–21 Dec 2021","2021-12-21","-","2.2","PP","PP +2.2",NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,NA,NA,NA,32.4,NA,NA,8.9,14.5
"122","Generales","España","Esp.","-","-","DYM/Henneo","https://www.diariodesevilla.es/espana/Encuesta-PP-Casado-mantiene-gobernar-Vox_0_1640236636.html","1012","15–19 Dec 2021","2021-12-19","-","2.0","PP","PP +2.0",NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,27.6,NA,NA,NA,25.6,NA,NA,10.6,16.9
"123","Generales","León","Cyl.","León","-","SyM Consulting","https://twitter.com/Barometrocm/status/1475397884593983493","740","16–19 Dec 2021","2021-12-19","55.3","12.5","Vox","Vox +12.5",NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3,NA,NA,NA,25.2,NA,NA,NA,38.8
"124","Generales","Palencia","Cyl.","Palencia","-","SyM Consulting","https://twitter.com/Barometrocm/status/1476458029750968320","828","16–18 Dec 2021","2021-12-18","58.1","0.8","CpM","CpM +0.8",NA,NA,31.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3,NA,NA,NA,16.8,NA,NA,1.3,18.6
"125","Generales","España","Esp.","-","-","Celeste-Tel/Onda Cero","https://www.ondacero.es/noticias/espana/bloque-centroderecha-escano-mayoria-absoluta_2021122161c23080192fe40001d27024.html","1100","13–17 Dec 2021","2021-12-17","-","1.9","PP","PP +1.9",0.7,0.6,NA,3.4,0.9,NA,NA,1.2,3.2,NA,NA,2.4,3.9,NA,0.4,NA,NA,1.5,27.9,0.2,NA,NA,26,NA,0.1,10.2,16.1
"126","Generales","España","Esp.","-","-","IMOP/El Confidencial","https://www.elconfidencial.com/espana/observatorio-electoral/2021-12-23/terremoto-derecha-vox-escalada-pp-caida-libre_3347974/","1297","6–17 Dec 2021","2021-12-17","-","1.0","PSOE","PSOE +1.0",1,0.5,NA,2.4,1.2,NA,NA,1.2,3.2,NA,NA,1.8,2.5,NA,0.4,NA,NA,1.6,24.7,0.2,NA,NA,25.7,NA,0.1,11.8,19.1
"127","Generales","España","Esp.","-","-","GAD3/ABC","https://www.abc.es/espana/abci-centro-derecha-gana-terreno-y-suma-mayoria-holgada-202112192235_noticia.html","1003","13–16 Dec 2021","2021-12-16","68","3.4","PP","PP +3.4",0.8,0.6,NA,2.5,0.8,NA,NA,1.3,3.3,NA,NA,2.1,2.5,NA,0.4,NA,NA,1.6,28.5,0.2,NA,NA,25.1,NA,0.1,9.8,17.1
"128","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep19d21/","1305","10–16 Dec 2021","2021-12-16","-","Tie","PSOE","PSOE +Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,NA,NA,NA,NA
"129","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep19d21/","1305","10–16 Dec 2021","2021-12-16","-","Tie","PP","PP +Tie",0.9,0.6,NA,3.2,1,NA,NA,1.3,3.5,NA,NA,2.4,2.8,NA,0.5,NA,NA,1.5,25.3,0.2,NA,NA,NA,NA,0.1,11.1,18.7
